certainly encourage csfp transact volumes If shop deal everyone front run volumes get good price financial deals settle days index published physical deals settle much later understanding financial deal russell dyk pm paul radous corp per sekse ny caroline abramo corp john arnold hou sara shackleton hou william bradford hou subject csfb columbia appalachia hedging deal new york office speaking credit suisse first boston roughly months producer hedging deal part strucutured deal putting together It looks get done next weeks month want get necessary credit issues taken In brief deal fixed price one basis tco volumes cng fixed price nymex component well It settle Inside ferc indices locations term deal december december volumes decline throughout term roughly mmbtu mmbtu average daily nominal volume mmbtu I understand volumes producers total volumes I attached spreadsheet message details couple contractual credit issues csfb wants clarify first question monthly cash settlement csfb would like payment take place fifteenth month following date floating fixed prices known I understand december settlement would known early december cash payment would take place february second question parent guarantee corp apparently existing credit arrangement place ena credit suisse first boston International counterparty would dealing million guarantee corp csfb would like increase guarantee least million csfb already unlimited guarantee corp deal done europe opinion issue another minor issue involving centralizing credit discussions aim securing similar credit arrangement csfb dealings enroncredit com may issue london rather houston however csfb agreed secondary issue relation transaction csfb would like entire deal rather split among one counterparties per caroline abramo I meeting paul tomorrow discuss various credit issues including one Ideally csfb would like good idea stand end please let know questions suggestions regards,2
thanks It seems like time andy zipper john arnold hou subject sunday fyI regarding sunday outages,2
brian hoskins analyst rotated gas floor pete keavey reports scott neal aa Ina rangel north america corp tammy shepperd john arnold hou subject gas org chart changes vacancies also administrative assistant thanks tammy,2
still received credit funds wired please advise world sports exchange wsx wsex com please respond wsx wsx wsex com jarnold com subject subject If sent bank wire monday take days credited account sometimes takes one two days longer see today please give call ask either maria juliette accounts department assist thanks jarnold com wrote hello I yet received credit wired monday account lavorato,2
thought would known tell shank told jennifer burns john arnold hou subject shitting john arnold jennifer burns hou subject heard interviewing shankman right hand man jennifer burns john arnold hou subject I saw bill perkins today I heard someone call name I like hey bill weird huh,2
hello I received mistake rick curry rgcurry mihc com mx pm jennifer stewart arnold jarnold ei com subject mexico Industrial mIhc consulting firm offices mexico city los angeles specialize assisting foreign national corporations regard real estate interest mexico currently xico city office representing client regarding disposition surplus corporate assets country three properties may might interest light heavy Industrial building tula hidalgo well populated industrial valley roughly miles north mexico city deluxe brick concrete building approximately square feet clear span ceiling height excess ft site includes adjacent land would allow doubling size facility located front pemex hidalgo refinery petrochemical plant thermoelectric power generating station factory equipment ready could full production quickly housing complex built tula factory supervisory personnel consists three bedroom garden style townhouse apartments independent eight bedroom extended stay dormitory engineers In separately enclosed compound square foot deluxe residence car garage designed plant manager visiting officials property contains appropriate recreational sports areas families It entirely gated fully secured development site city puebla highly visible acres flat land fronts puebla mexico city superhighway formal exit It entrance corner industrial area trans national manufactures site located approximately miles north volkswagen assembly plant prefer selling items package entertain separate offers would also consider long term lease creditworthy corporate tenant respect item build suit long term lease credit worthy corporate tenant possible properties surplus assets therefore aggressively priced factory housing offered substantially replacement cost information items services provide mexico please visit web site http mIhc com mx rick curry general counsel mIhc los angeles email rgcurry mIhc com mx In mexico ari feldman ccIm sIor cIps director general mIhc mexico city phone email afeldman mIhc com mx,2
position today I ok,2
please call schedule,2
pretty much traders brian hoskins communIcatIons john arnold hou subject create new nt group current list traders chat program want include traders desk heads selected others brian,2
lumber,2
know hr rep name jennifer burns john arnold hou subject shit head,2
michael byrne americas bnpparibas com michael byrne americas bnpparibas com subject bnp parIbas commodity futures weekly aga survey good morning reminder get aga estimates noon est cst today last year last week thanks michael byrne bnp parIbas commodity futures ce message toutes les pieces jointes ci apres le message sont etablis intention exclusive de ses destinataires sont confidentiels si vous recevez ce message par erreur merci de le detruire en avertir immediatement expediteur toute utilisation de ce message non conforme sa destination toute diffusion ou toute publication totale ou partielle est interdite sauf autorisation expresse internet ne permettant pas assurer integrite de ce message bnp parIbas ses filiales decline nt toute responsabilite au titre de ce message dans hypothese ou il aurait ete modifie message attachments message intended solely addressees confidential If receive message error please delete immediately notify sender use accord purpose dissemination disclosure either whole partial prohibited except formal approval internet guarantee integrity message bnp parIbas subsidiaries shall therefore liable message modified,2
I understand contacted regarding telephone interview discuss trading opportunities I sending message schedule interview please call email time would,1
actual utility bills versus cap collect overages let discuss remember bills paid july august usage dates much earlier I bills I get need philip,1
george attachment opening computer put info word instead thanks phillip,1
george san marcos project sounding attractive I one investor addition keith interest additional background information larry would helpful background questions please provide brief personal history two principals involved creekside please list projects completed last years Include project description investors business entity please provide names numbers prior investors please provide names numbers several subcontractors used recent projects regard proposed investment structure I would suggest couple changes better align risk reward profile creekside investors preferable Investment structure developers guarantee note investors preferred rate return must achieved profit sharing builder assumes risk cost overruns since project appears promising seems like tackle issues questions intended offensive way It desire build successful project creekside leads future opportunities I happy provide information need evaluate keith business partner sincerely phillip allen,1
test successful way go,1
I spoke jeff said would pay anything I waiting john good mood ask plan phillip,1
linked file sent telerate replace equals,1
please assign user name randy gay thank phillip,1
steve thank update need still great disk space phillip,1
put reviewer,1
dexter I spoke eol support group requested guest id receive email login password yesterday If call I find phillip,1
regarding patti sullivan contributions west desk year efforts deserve recognition pbr award patti stepped fill gap left randy gay personal leave patti held together scheduling group month working days week time patti always first one office time frequently would work prepare daily operation package traders came depend information patti provided information extremely critical year due pipeline explosion size west desk positions please call discuss cash award phillip,1
fill I sign,1
login pallen pw ke davis I think required Isp static Ip address gate company,1
patti sullivan held together scheduling group two months randy gay personal leave displayed tremendous amount commitment west desk time frequently came work prepare operations reports patti worked days week time If long hours enough pipeline explosion time put extra volatility market extra pressure patti crack provided much needed info time patti performing duties manager paid sr specialist based heroic efforts deserves pbr let know acceptable cash amount phillip,1
I spoke john ok one new electronic system west desk operational besides Ice dynegy If assistant call id passwords thank phillip,1
time tomorrow pm would good looking plans far tv need need plasma screens would regular monitors good fraction cost phillip,1
back office hard time dealing million dollars recognized transport expense west desk recouped office chairman Is understanding west desk receive origination month based schedule office chairman agrees grant origination denver desk follows october november december january february march april august september october november december schedule represents demand charge payable nbp energy pipelines denver desk demand charge mmbtu mmbtu day oct thru dec mmbtu day jan thru dec ena office chairman agreed reimburse west desk expense let know disagree phillip,1
activate plan money john wish I better news phillip,1
richard available today phillip,1
